sample_id,image_path,gridsat_slot,time_offset_h,missing_fraction,bt_mean_k,bt_min_k,cold_cloud_fraction,central_cold_cloud_fraction,pixel_sha256,dhash,label,class_code,class_name,storm_id,name,basin,subbasin,region,subregion,timestamp,latitude,longitude,nature,usa_wind_kt,imd_category_of_usa_wind,wmo_wind_kt,wmo_agency,usa_sshs,dataset_a_wind_kt,in_dataset_a
CLS_02268,data/processed/classification/CS-SCS/CLS_02268.png,2015-11-22T06:00:00Z,0.0,0.0,255.23,191.26,0.3259,0.62609,508a943fdceb18c5e853a5b2a5319eb9d585de78c6d380781155382c54372bfc,d2e9f9fdf4f8787e,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2015323S05080,ANNABELLE,SI,MM,south_indian_ocean,,2015-11-22T06:00:00Z,-12.0,71.8,TS,50.0,SCS,45.0,reunion,0,45.0,True
CLS_02269,data/processed/classification/CS-SCS/CLS_02269.png,2015-11-24T12:00:00Z,0.0,0.0,271.54,191.38,0.11158,0.37391,c29d4b8ada3a8574b8233bc99566890b127c8279e05dda2fceaf2c2432999d2f,3c49f0f1f2e62d51,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2015328N11260,SANDRA,EP,MM,pacific_ocean,eastern_pacific,2015-11-24T12:00:00Z,11.2,-105.5,TS,45.0,CS,45.0,hurdat_epa,0,45.0,True
CLS_02270,data/processed/classification/CS-SCS/CLS_02270.png,2015-11-27T18:00:00Z,0.0,0.0,251.68,184.98,0.3228,0.53006,0b228ffe6a2e9f2dc1a536419a7627f47fced5990eee0987aeb01d218ef9511e,c4e47078f878391e,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2015330S10178,TUNI,SP,MM,pacific_ocean,southern_pacific,2015-11-27T18:00:00Z,-13.2,184.5,TS,35.0,CS,30.0,nadi,0,30.0,True
CLS_02271,data/processed/classification/CS-SCS/CLS_02271.png,2015-11-28T18:00:00Z,0.0,0.0,262.68,187.71,0.17753,0.42396,99cc8cbc64414cdb4ecfa929abeb7afe38dc7f7ffbf3f842d72a784a9b056160,e9b998fcf47cfcd9,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2015330S10178,TUNI,SP,MM,pacific_ocean,southern_pacific,2015-11-28T18:00:00Z,-15.2,187.5,TS,40.0,CS,40.0,nadi,0,40.0,True
CLS_02272,data/processed/classification/CS-SCS/CLS_02272.png,2015-12-10T21:00:00Z,0.0,0.0,271.14,193.22,0.11681,0.25071,ce64928d5aa767d7ce179109937665c68140953d17374be1810f0b691e2acd17,90c573f3f171bade,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2015342S09079,BOHALE,SI,MM,south_indian_ocean,,2015-12-10T21:00:00Z,-15.7,69.7,TS,35.0,CS,,,0,35.0,True
CLS_02273,data/processed/classification/CS-SCS/CLS_02273.png,2015-12-12T06:00:00Z,0.0,0.0,276.84,192.55,0.09742,0.30172,8f99e4d74dd98878ae5b74c280b52e0f6a609f01c415eff554c719a2dd3ca224,7deaf0f0b1995bc6,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2015344N07145,MELOR,WP,MM,pacific_ocean,western_pacific,2015-12-12T06:00:00Z,10.8,133.5,TS,50.0,SCS,45.0,tokyo,0,45.0,True
CLS_02274,data/processed/classification/CS-SCS/CLS_02274.png,2016-01-10T00:00:00Z,0.0,0.0,273.65,192.24,0.11358,0.19385,6dad09020a452a704ecb072aaf97e89a3a50ce94ea104a026ff4a718d6b49319,193138e0e4e61eb8,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016006N02188,PALI,EP,CP,pacific_ocean,eastern_pacific,2016-01-10T00:00:00Z,7.8,-174.2,TS,35.0,CS,35.0,hurdat_epa,0,35.0,True
CLS_02275,data/processed/classification/CS-SCS/CLS_02275.png,2016-01-29T09:00:00Z,0.0,0.0,263.91,186.15,0.21634,0.46828,7ea8bdbe4df12758352b788c33ee6fe32be5a9a99c72baa439737ff26dba26d7,d2dccee6e4e8b062,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016027S13119,STAN,SI,WA,south_indian_ocean,,2016-01-29T09:00:00Z,-17.7,118.1,TS,45.0,CS,,,0,45.0,True
CLS_02276,data/processed/classification/CS-SCS/CLS_02276.png,2016-02-10T21:00:00Z,0.0,0.0,268.57,183.28,0.16726,0.23065,d1c19cedf1de9b5dabc54b55e4951b21c50c57a62bf59624ee022ba7680c4544,91939ba9f1b36474,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016040S16155,TATIANA,SP,EA,pacific_ocean,southern_pacific,2016-02-10T21:00:00Z,-16.7,157.1,TS,38.0,CS,,,0,38.0,True
CLS_02277,data/processed/classification/CS-SCS/CLS_02277.png,2016-02-11T00:00:00Z,0.0,0.0,268.78,193.6,0.09776,0.15373,c943c0fb31fbbcde379053b1ee5dc0a198ea4bc39f977716af30359a51483cfe,a7aecef270f8fce0,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016039S14061,DAYA,SI,MM,south_indian_ocean,,2016-02-11T00:00:00Z,-24.8,53.2,TS,40.0,CS,33.0,reunion,0,33.0,True
CLS_02278,data/processed/classification/CS-SCS/CLS_02278.png,2016-02-11T18:00:00Z,0.0,0.0,264.78,181.87,0.18715,0.27734,60972266ee64b8bd814ad24862b049b0210c6cc80093ad58f343307a7be3f6eb,61b91cf4f47291d8,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016040S16155,TATIANA,SP,EA,pacific_ocean,southern_pacific,2016-02-11T18:00:00Z,-17.1,158.8,TS,55.0,SCS,40.0,bom,0,40.0,True
CLS_02279,data/processed/classification/CS-SCS/CLS_02279.png,2016-02-15T15:00:00Z,0.0,0.0,270.83,189.05,0.08344,0.25633,14494b2f4349de261712e885dec57e656e2e6226fac212ec5ca009cc90e96ab8,e8a3f3f3fcf8f071,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016042S10094,URIAH,SI,MM,south_indian_ocean,,2016-02-15T15:00:00Z,-16.8,87.5,TS,55.0,SCS,,,0,55.0,True
CLS_02280,data/processed/classification/CS-SCS/CLS_02280.png,2016-02-25T06:00:00Z,0.0,0.0,257.41,185.42,0.21565,0.22462,832cfca280566c514597c568970ee2b5103502522b9c13c18feff17f121a46cb,f9fcfc36b3f8dd67,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016055S15202,YALO,SP,MM,pacific_ocean,southern_pacific,2016-02-25T06:00:00Z,-19.5,-155.3,TS,45.0,CS,35.0,nadi,0,35.0,True
CLS_02281,data/processed/classification/CS-SCS/CLS_02281.png,2016-03-16T06:00:00Z,0.0,0.0,256.12,185.65,0.31153,0.44379,5471d076c1fd43994bfc581c1bb9156fb22e581d45c9e876baf9d8527f72d821,22403230f07c1eb3,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016074S16137,UNNAMED,SP,EA,pacific_ocean,southern_pacific,2016-03-16T06:00:00Z,-16.7,141.0,TS,40.0,CS,30.0,bom,0,30.0,True
CLS_02282,data/processed/classification/CS-SCS/CLS_02282.png,2016-03-20T12:00:00Z,0.0,0.0,264.93,188.48,0.18129,0.18828,e3428b46beb0132964f935b65d85b6f2b320af45e6503edb5956578f0f2088b2,e7c4d0e570387721,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016075S11087,EMERAUDE,SI,MM,south_indian_ocean,,2016-03-20T12:00:00Z,-10.7,87.4,TS,50.0,SCS,45.0,reunion,0,45.0,True
CLS_02283,data/processed/classification/CS-SCS/CLS_02283.png,2016-03-29T12:00:00Z,0.0,0.0,274.09,193.75,0.12492,0.2445,0e19de394cd4c659f55d80166f736ee6dd230614320d4ebbd78ed7f04d9b46ee,3333193030717030,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016087S13073,UNNAMED,SI,MM,south_indian_ocean,,2016-03-29T12:00:00Z,-19.6,79.2,TS,40.0,CS,42.0,reunion,0,42.0,True
CLS_02284,data/processed/classification/CS-SCS/CLS_02284.png,2016-04-05T09:00:00Z,0.0,0.0,266.07,181.6,0.17336,0.38728,0a6a073e1e793741804ec4220fbf430270fd16cfd9abfb5c74c1b60e2d066651,87c16175f36fb398,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016095S13162,ZENA,SP,MM,pacific_ocean,southern_pacific,2016-04-05T09:00:00Z,-15.0,167.0,TS,50.0,SCS,35.0,nadi,0,35.0,True
CLS_02285,data/processed/classification/CS-SCS/CLS_02285.png,2016-04-06T15:00:00Z,0.0,0.0,267.56,187.3,0.15826,0.31391,fb2ab7db9dbe9628657db3340e87224f10c3aa5bd533f6d753b0dcea6b0c8c77,87e7f178b8385c2d,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016095S13162,ZENA,SP,MM,pacific_ocean,southern_pacific,2016-04-06T15:00:00Z,-20.0,179.6,TS,35.0,CS,60.0,nadi,0,60.0,True
CLS_02286,data/processed/classification/CS-SCS/CLS_02286.png,2016-04-20T06:00:00Z,0.0,0.0,267.58,187.5,0.15842,0.31746,bf3f6210ba76834785987b0d051626fb85fae5c523f1f8b965c8baf13fd7af5b,e5b677e3e233f86f,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016108S17181,AMOS,SP,MM,pacific_ocean,southern_pacific,2016-04-20T06:00:00Z,-12.9,-178.8,TS,35.0,CS,30.0,nadi,0,30.0,True
CLS_02287,data/processed/classification/CS-SCS/CLS_02287.png,2016-04-20T21:00:00Z,0.0,0.0,268.9,191.21,0.14641,0.32142,3ac6b9edd4703a8dcc9f5dafa87eca200a52dadf78c13e2fd24fe3bb495b23ff,0ce6e6e3e3767cb4,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016108S17181,AMOS,SP,MM,pacific_ocean,southern_pacific,2016-04-20T21:00:00Z,-12.6,-179.7,TS,50.0,SCS,,,0,50.0,True
CLS_02288,data/processed/classification/CS-SCS/CLS_02288.png,2016-05-18T06:00:00Z,0.0,0.0,252.2,178.34,0.34745,0.77,47267ce6d513a58cf92de8e471bc279140e4b114b66e5027ae5640f26f40dcc4,1b7674f8e0e6878e,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016138N10081,ROANU,NI,BB,north_indian_ocean,bay_of_bengal,2016-05-18T06:00:00Z,13.9,81.3,TS,45.0,CS,30.0,newdelhi,0,30.0,True
CLS_02289,data/processed/classification/CS-SCS/CLS_02289.png,2016-05-19T03:00:00Z,0.0,0.0,252.44,182.09,0.33254,0.68746,543d2e2b67b2f4757415cd7cc3b8dda31a69272725a0df3bb805a1d212a5d378,7b9a7ae3e4699b87,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016138N10081,ROANU,NI,BB,north_indian_ocean,bay_of_bengal,2016-05-19T03:00:00Z,15.4,81.8,TS,48.0,SCS,35.0,newdelhi,0,35.0,True
CLS_02290,data/processed/classification/CS-SCS/CLS_02290.png,2016-05-19T18:00:00Z,0.0,0.0,257.27,188.46,0.2182,0.26012,a05569d59841c085bc011cd067c34c8605ed04ff7bdb5906fff75ee41c6d505d,7cdeb6241392c587,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016138N10081,ROANU,NI,BB,north_indian_ocean,bay_of_bengal,2016-05-19T18:00:00Z,16.5,83.1,TS,45.0,CS,40.0,newdelhi,0,40.0,True
CLS_02291,data/processed/classification/CS-SCS/CLS_02291.png,2016-05-20T06:00:00Z,0.0,0.0,255.16,182.21,0.31973,0.73083,85fb00aba91ea0bac1763149fe2c2698b9f7a860d30aec3768775a470f72846c,ffff75e4e1e7eb93,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016138N10081,ROANU,NI,BB,north_indian_ocean,bay_of_bengal,2016-05-20T06:00:00Z,18.6,85.1,TS,50.0,SCS,40.0,newdelhi,0,40.0,True
CLS_02292,data/processed/classification/CS-SCS/CLS_02292.png,2016-05-20T18:00:00Z,0.0,0.0,250.03,182.29,0.25023,0.50047,1511bbb9203ef19063309e7aadac4acac3053f0487461f47a219eb45d81fd9d2,19fef9f1b1dace7c,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016138N10081,ROANU,NI,BB,north_indian_ocean,bay_of_bengal,2016-05-20T18:00:00Z,20.2,88.0,TS,55.0,SCS,45.0,newdelhi,0,45.0,True
CLS_02293,data/processed/classification/CS-SCS/CLS_02293.png,2016-05-21T12:00:00Z,0.0,0.0,252.7,185.69,0.23798,0.38964,0c7252cd9b9fb4f884a522ce003b75d3334b37fe80d970ad0548b19c21a41e4f,c69cbcb270f8f4bc,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016138N10081,ROANU,NI,BB,north_indian_ocean,bay_of_bengal,2016-05-21T12:00:00Z,23.0,92.0,TS,40.0,CS,35.0,newdelhi,0,35.0,True
CLS_02294,data/processed/classification/CS-SCS/CLS_02294.png,2016-06-27T06:00:00Z,0.0,0.0,278.11,190.52,0.14214,0.3484,90b0ae69a6aec35d809886cf99745662b222caeff75e68360578196d90851c55,6a1ecde1f4e48ebf,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016178N22068,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2016-06-27T06:00:00Z,21.9,64.7,TS,40.0,CS,,,0,40.0,True
CLS_02295,data/processed/classification/CS-SCS/CLS_02295.png,2016-07-04T00:00:00Z,0.0,0.0,286.03,206.25,0.01829,0.02964,3213b946ff178316b598f92d903e53dcc36b36afbd01dec6929c5956eecc549a,75c9981032711930,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016183N13246,AGATHA,EP,MM,pacific_ocean,eastern_pacific,2016-07-04T00:00:00Z,17.8,-125.5,TS,40.0,CS,40.0,hurdat_epa,0,40.0,True
CLS_02296,data/processed/classification/CS-SCS/CLS_02296.png,2016-07-08T15:00:00Z,0.0,0.0,266.15,182.83,0.13601,0.26059,dab64ab0bc734c45cf7a1074ca4662adc390c261d37b08c463f3a2a35a00574c,5f7cf0f861e6b666,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016185N08145,NEPARTAK,WP,MM,pacific_ocean,western_pacific,2016-07-08T15:00:00Z,23.5,119.6,TS,50.0,SCS,,,0,50.0,True
CLS_02297,data/processed/classification/CS-SCS/CLS_02297.png,2016-07-19T12:00:00Z,0.0,0.0,282.57,206.19,0.011,0.0371,80fb254f29d0d13e550620f77582e201020095e0fe5846b7b340276eb5075445,0b1606e2f2f8bc3e,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016195S06076,ABELA,SI,MM,south_indian_ocean,,2016-07-19T12:00:00Z,-14.6,54.6,TS,35.0,CS,32.0,reunion,0,32.0,True
CLS_02298,data/processed/classification/CS-SCS/CLS_02298.png,2016-07-23T06:00:00Z,0.0,0.0,282.11,192.35,0.04056,0.13385,985b4bd3f139682e818a2b5ede9566b4892863c5b59ade05b2a9438f33174017,0347cdb3b3f15202,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016203N10249,GEORGETTE,EP,MM,pacific_ocean,eastern_pacific,2016-07-23T06:00:00Z,13.4,-120.0,TS,55.0,SCS,55.0,hurdat_epa,0,55.0,True
CLS_02299,data/processed/classification/CS-SCS/CLS_02299.png,2016-07-24T21:00:00Z,0.0,0.0,281.45,200.72,0.09047,0.2545,e02d2b508ed746a0f18c66e9491d25581270c396b89599eefb6bb37dba5169d7,64764773f1713bdb,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016203N13259,FRANK,EP,MM,pacific_ocean,eastern_pacific,2016-07-24T21:00:00Z,20.0,-112.5,TS,60.0,SCS,,,0,60.0,True
CLS_02300,data/processed/classification/CS-SCS/CLS_02300.png,2016-07-31T12:00:00Z,0.0,0.0,257.0,185.79,0.29057,0.65834,e69423b033e5d78cec69e6e433b0dff4d913be3512691759967ea152e39a0741,0c76f2e263e1e1f2,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016211N11128,NIDA,WP,MM,pacific_ocean,western_pacific,2016-07-31T12:00:00Z,18.7,121.2,TS,60.0,SCS,60.0,tokyo,0,60.0,True
CLS_02301,data/processed/classification/CS-SCS/CLS_02301.png,2016-08-06T21:00:00Z,0.0,0.0,286.72,204.38,0.02627,0.09586,4ea7f7653ff4dc596839e5493eca7e46fd10236d70d3905880f38e8e6a612e7e,7ce2dcd8dbc41f1e,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016216N14243,IVETTE,EP,MM,pacific_ocean,eastern_pacific,2016-08-06T21:00:00Z,16.2,-135.4,TS,43.0,CS,,,0,43.0,True
CLS_02302,data/processed/classification/CS-SCS/CLS_02302.png,2016-08-08T21:00:00Z,0.0,0.0,276.45,202.33,0.06559,0.15651,5b8adbc3474df1ebd851fdfa290dda3bf434af4a8629f787f3b325d6644d3fc0,383c3878636d6c39,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016220N18258,JAVIER,EP,MM,pacific_ocean,eastern_pacific,2016-08-08T21:00:00Z,22.4,-109.4,TS,53.0,SCS,,,0,53.0,True
CLS_02303,data/processed/classification/CS-SCS/CLS_02303.png,2016-08-19T03:00:00Z,0.0,0.0,264.75,195.8,0.16335,0.29373,fc3b7160fb2adea0f4668a7351170e4464573b2524949dc5dd246c81699d53a4,1960697090916049,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016228N22117,DIANMU,WP,MM,pacific_ocean,western_pacific,2016-08-19T03:00:00Z,20.6,107.1,TS,43.0,CS,,,0,43.0,True
CLS_02304,data/processed/classification/CS-SCS/CLS_02304.png,2016-08-20T12:00:00Z,0.0,0.0,276.66,206.37,0.03189,0.04284,5bea6c6de39946207c484658921130329438928811820ecd75e397c6b4d61fa2,b26cde6223938161,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016232N22153,KOMPASU,WP,MM,pacific_ocean,western_pacific,2016-08-20T12:00:00Z,36.2,143.6,TS,35.0,CS,35.0,tokyo,0,35.0,True
CLS_02305,data/processed/classification/CS-SCS/CLS_02305.png,2016-08-20T12:00:00Z,0.0,0.0,275.43,194.96,0.07047,0.17456,6f693ffa29b8379b9779e9cb6a433c26ae86d8d5944621b06fa8408c7ce385b4,0c1f76b6f664adcd,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016230N12254,KAY,EP,MM,pacific_ocean,eastern_pacific,2016-08-20T12:00:00Z,19.8,-112.4,TS,45.0,CS,45.0,hurdat_epa,0,45.0,True
CLS_02306,data/processed/classification/CS-SCS/CLS_02306.png,2016-08-23T09:00:00Z,0.0,0.0,244.66,186.93,0.43246,0.40249,e35ccd36fc872c8fa3a0ad27a20efecc3fd8a8efa767daf7f6bf5ff8a0b0fda4,8e8e9f9e33612188,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016236N13146,UNNAMED,WP,MM,pacific_ocean,western_pacific,2016-08-23T09:00:00Z,14.7,145.2,TS,38.0,CS,,,0,38.0,True
CLS_02307,data/processed/classification/CS-SCS/CLS_02307.png,2016-08-31T21:00:00Z,0.0,0.0,288.66,200.01,0.01652,0.05834,168907823a0e15b0308b94fed2c6505ae17c087a8b3bf816b98bd5d71bbe482b,c8365cd9712e4dd3,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016240N13224,MADELINE,EP,CP,pacific_ocean,eastern_pacific,2016-08-31T21:00:00Z,18.4,-154.1,TS,58.0,SCS,,,0,58.0,True
CLS_02308,data/processed/classification/CS-SCS/CLS_02308.png,2016-09-12T18:00:00Z,0.0,0.0,272.07,181.84,0.11896,0.31556,fd77d916ffbedbe89f93cb74603a5acec049691834012aebe41e541bc7d0f02e,ce496779b13162e8,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016256N12146,MALAKAS,WP,MM,pacific_ocean,western_pacific,2016-09-12T18:00:00Z,13.9,139.3,TS,45.0,CS,35.0,tokyo,0,35.0,True
CLS_02309,data/processed/classification/CS-SCS/CLS_02309.png,2016-09-15T06:00:00Z,0.0,0.0,288.32,201.54,0.0086,0.01953,ae4a0ce80c70cfb507df0244f757322b7e98e465e59355d608e84d2b18ca31be,2080883030c2b119,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016255N12247,ORLENE,EP,MM,pacific_ocean,eastern_pacific,2016-09-15T06:00:00Z,20.2,-120.7,TS,60.0,SCS,60.0,hurdat_epa,0,60.0,True
CLS_02310,data/processed/classification/CS-SCS/CLS_02310.png,2016-09-18T21:00:00Z,0.0,0.00043,272.74,191.97,0.14117,0.41272,7290fc71b91c2ff368229d9f9022546eb6278f978e6a3084b0cd7a2c10c30031,0e363169f07c3938,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016262N16251,PAINE,EP,MM,pacific_ocean,eastern_pacific,2016-09-18T21:00:00Z,18.5,-113.0,TS,55.0,SCS,,,0,55.0,True
CLS_02311,data/processed/classification/CS-SCS/CLS_02311.png,2016-09-28T15:00:00Z,0.0,0.0,284.58,200.15,0.02609,0.04355,9cd8850dfef918c2858074eb0a220c30599b87e979f781f94a835c158d8bc8af,9c5931b32d1d37e6,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016270N15240,ROSLYN,EP,MM,pacific_ocean,eastern_pacific,2016-09-28T15:00:00Z,21.0,-115.1,TS,35.0,CS,,,0,35.0,True
CLS_02312,data/processed/classification/CS-SCS/CLS_02312.png,2016-09-30T00:00:00Z,0.0,0.0,286.23,209.89,0.00589,0.01183,0c58ab98551ebd32dba4fce1ead8780d641886b481c43e2445d5af640cb1a5a9,f34cf07439614715,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016270N12223,ULIKA,EP,CP,pacific_ocean,eastern_pacific,2016-09-30T00:00:00Z,17.5,-140.6,TS,35.0,CS,35.0,hurdat_epa,0,35.0,True
CLS_02313,data/processed/classification/CS-SCS/CLS_02313.png,2016-09-30T18:00:00Z,0.0,0.0,261.57,185.53,0.21188,0.46917,01684f7dc558b5fc6b81ceba2fdf1b9f23e760ffc16beb23a01513bf9ca5929a,dbbb71f975c4e66e,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016269N15165,CHABA,WP,MM,pacific_ocean,western_pacific,2016-09-30T18:00:00Z,15.4,136.0,TS,50.0,SCS,55.0,tokyo,0,55.0,True
CLS_02314,data/processed/classification/CS-SCS/CLS_02314.png,2016-10-09T06:00:00Z,0.0,0.0,280.42,191.93,0.09533,0.21385,357ab46c5eb016bcf484643195ccf373a9827bcb144f1103596e83e53e8d5c86,d69e62f3f3671f7c,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016278N16181,SONGDA,WP,MM,pacific_ocean,western_pacific,2016-10-09T06:00:00Z,22.1,149.8,TS,50.0,SCS,40.0,tokyo,0,40.0,True
CLS_02315,data/processed/classification/CS-SCS/CLS_02315.png,2016-10-14T09:00:00Z,0.0,0.0,265.84,181.27,0.18285,0.48479,1c813dbfae649a45c49437198d451820653812185a83d7cb394a84ff64445ebc,5050b2f2f1f5c5cb,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016287N12131,SARIKA,WP,MM,pacific_ocean,western_pacific,2016-10-14T09:00:00Z,13.8,126.2,TS,55.0,SCS,,,0,55.0,True
CLS_02316,data/processed/classification/CS-SCS/CLS_02316.png,2016-10-23T12:00:00Z,0.0,0.0,270.88,188.42,0.13269,0.36746,06c975b9f05743ff717e3282d1a64d1239b4e8be82a768877b767400017d0401,39d93830f3e5e3cb,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016296N11262,SEYMOUR,EP,MM,pacific_ocean,eastern_pacific,2016-10-23T12:00:00Z,13.2,-104.1,TS,35.0,CS,35.0,hurdat_epa,0,35.0,True
CLS_02317,data/processed/classification/CS-SCS/CLS_02317.png,2016-10-25T00:00:00Z,0.0,0.0,274.05,184.02,0.08757,0.28485,030c681bb41271d5491920d5a9bc033c6865f4b5937090bd9e7c93d9a8a391b1,b2bc6de3e3e7865f,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016295N13089,KYANT,NI,BB,north_indian_ocean,bay_of_bengal,2016-10-25T00:00:00Z,16.8,91.7,TS,35.0,CS,30.0,newdelhi,0,30.0,True
CLS_02318,data/processed/classification/CS-SCS/CLS_02318.png,2016-10-25T12:00:00Z,0.0,0.0,274.51,190.18,0.11334,0.35811,9ba64426faadbdedabec450a85178a6358e2ddf1f7b0f9d341993f56cc010ef2,3edef2e3e3e39733,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016295N13089,KYANT,NI,BB,north_indian_ocean,bay_of_bengal,2016-10-25T12:00:00Z,16.8,90.6,TS,35.0,CS,35.0,newdelhi,0,35.0,True
CLS_02319,data/processed/classification/CS-SCS/CLS_02319.png,2016-11-04T09:00:00Z,0.0,0.0,245.0,181.62,0.40722,0.69462,93cbbec1898ffc489a4e35e8a93756a95782f21d2d9ba9f85fb2ff44610f9ecc,dcfc77e4e0610182,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016305N10147,MEARI,WP,MM,pacific_ocean,western_pacific,2016-11-04T09:00:00Z,15.8,139.2,TS,55.0,SCS,,,0,55.0,True
CLS_02320,data/processed/classification/CS-SCS/CLS_02320.png,2016-11-09T18:00:00Z,0.0,0.0,274.77,183.8,0.12841,0.12976,1696ae5f98a43548958e12cde199bc6a5799655c9093beec43c2c6d92d81175d,c3822e5a78b8a060,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016313N11163,MA-ON,WP,MM,pacific_ocean,western_pacific,2016-11-09T18:00:00Z,16.3,157.7,TS,35.0,CS,,tokyo,0,35.0,True
CLS_02321,data/processed/classification/CS-SCS/CLS_02321.png,2016-11-25T03:00:00Z,0.0,0.0,265.79,191.55,0.16747,0.39746,4f47b2c703b6b664cb1f2b35af615f471b567c5c7d5de2d1bce72659229a1732,fcf8f8f4f3e472b3,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016328N09130,TOKAGE,WP,MM,pacific_ocean,western_pacific,2016-11-25T03:00:00Z,11.4,121.9,TS,48.0,SCS,,,0,48.0,True
CLS_02322,data/processed/classification/CS-SCS/CLS_02322.png,2016-11-25T06:00:00Z,0.0,0.0,274.69,196.48,0.08441,0.10071,9add97de5509458f7e4432fa9871595b40d42e18d4badc3dfad0f7d9093ee83f,b4f9f9b1f173279f,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016323N13279,OTTO,EP,MM,pacific_ocean,eastern_pacific,2016-11-25T06:00:00Z,10.6,-86.2,TS,60.0,SCS,60.0,hurdat_atl,0,60.0,True
CLS_02323,data/processed/classification/CS-SCS/CLS_02323.png,2016-11-30T03:00:00Z,0.0,0.0,266.08,189.69,0.12266,0.27994,106491643b96ded0a18a15dbe3c6b933824d41b1b4895b4503cbea01d538b365,c0842d66e6e6362c,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016335N07088,NADA,NI,BB,north_indian_ocean,bay_of_bengal,2016-11-30T03:00:00Z,8.6,85.3,TS,43.0,CS,35.0,newdelhi,0,35.0,True
CLS_02324,data/processed/classification/CS-SCS/CLS_02324.png,2016-11-30T15:00:00Z,0.0,0.0,270.67,189.52,0.10238,0.29905,f51cdbd8a6779cefa8667af251907160f501c132c50a4ca551f8232611d1aaa1,263c70e2e6cf9b86,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2016335N07088,NADA,NI,BB,north_indian_ocean,bay_of_bengal,2016-11-30T15:00:00Z,10.0,83.4,TS,45.0,CS,40.0,newdelhi,0,40.0,True
