sample_id,label,class_code,class_name,storm_id,name,basin,subbasin,region,subregion,timestamp,latitude,longitude,nature,usa_wind_kt,imd_category_of_usa_wind,wmo_wind_kt,wmo_agency,usa_sshs,dataset_a_wind_kt,in_dataset_a
CLS_02684,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022276N15249,PAINE,EP,MM,pacific_ocean,eastern_pacific,2022-10-05T00:00:00Z,17.8,-113.5,TS,35.0,CS,35.0,hurdat_epa,0,35.0,True
CLS_02685,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022276S05090,BALITA,SI,MM,south_indian_ocean,,2022-10-06T18:00:00Z,-9.4,85.6,TS,35.0,CS,30.0,reunion,0,30.0,True
CLS_02686,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022284N15152,HAITANG,WP,MM,pacific_ocean,western_pacific,2022-10-13T21:00:00Z,17.6,155.6,TS,35.0,CS,,,0,35.0,True
CLS_02687,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022285N12116,SONCA,WP,MM,pacific_ocean,western_pacific,2022-10-14T18:00:00Z,15.2,109.1,TS,35.0,CS,35.0,tokyo,0,35.0,True
CLS_02688,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022293N15259,ROSLYN,EP,MM,pacific_ocean,eastern_pacific,2022-10-20T12:00:00Z,15.1,-101.8,TS,35.0,CS,35.0,hurdat_epa,0,35.0,True
CLS_02689,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022295N13093,SITRANG,NI,BB,north_indian_ocean,bay_of_bengal,2022-10-24T00:00:00Z,18.0,89.0,TS,40.0,CS,40.0,newdelhi,0,40.0,True
CLS_02690,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022295N13093,SITRANG,NI,BB,north_indian_ocean,bay_of_bengal,2022-10-24T15:00:00Z,21.8,90.4,TS,40.0,CS,45.0,newdelhi,0,45.0,True
CLS_02691,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022299N11134,NALGAE,WP,MM,pacific_ocean,western_pacific,2022-10-29T06:00:00Z,13.9,121.8,TS,55.0,SCS,50.0,tokyo,0,50.0,True
CLS_02692,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022305S04091,UNNAMED,SI,WA,south_indian_ocean,,2022-11-04T12:00:00Z,-10.2,92.5,TS,35.0,CS,30.0,bom,0,30.0,True
CLS_02693,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022316N20167,YAMANEKO,WP,MM,pacific_ocean,western_pacific,2022-11-13T00:00:00Z,21.9,165.9,TS,35.0,CS,35.0,tokyo,0,35.0,True
CLS_02694,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022338N05100,MANDOUS,NI,BB,north_indian_ocean,bay_of_bengal,2022-12-08T00:00:00Z,9.4,84.3,TS,55.0,SCS,40.0,newdelhi,0,40.0,True
CLS_02695,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022338N05100,MANDOUS,NI,BB,north_indian_ocean,bay_of_bengal,2022-12-08T15:00:00Z,10.4,82.5,TS,55.0,SCS,50.0,newdelhi,0,50.0,True
CLS_02696,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022338N05100,MANDOUS,NI,BB,north_indian_ocean,bay_of_bengal,2022-12-09T03:00:00Z,11.1,81.6,TS,53.0,SCS,45.0,newdelhi,0,45.0,True
CLS_02697,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2022355S10128,ELLIE,SI,WA,south_indian_ocean,,2022-12-22T21:00:00Z,-14.8,130.2,TS,35.0,CS,40.0,bom,0,40.0,True
CLS_02698,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023005S18142,HALE,SP,EA,pacific_ocean,southern_pacific,2023-01-06T15:00:00Z,-19.3,152.0,TS,38.0,CS,,,0,38.0,True
CLS_02699,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023005S18142,HALE,SP,EA,pacific_ocean,southern_pacific,2023-01-07T03:00:00Z,-20.8,155.6,TS,45.0,CS,,,0,45.0,True
CLS_02700,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023016S15160,IRENE,SP,MM,pacific_ocean,southern_pacific,2023-01-18T15:00:00Z,-18.8,166.6,TS,53.0,SCS,,,0,53.0,True
CLS_02701,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023013S08081,CHENESO,SI,MM,south_indian_ocean,,2023-01-18T21:00:00Z,-13.6,51.4,TS,58.0,SCS,,,0,58.0,True
CLS_02702,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023020S18156,UNNAMED,SP,MM,pacific_ocean,southern_pacific,2023-01-20T21:00:00Z,-21.0,161.8,TS,35.0,CS,,,0,35.0,True
CLS_02703,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023036S12163,GABRIELLE,SP,EA,pacific_ocean,southern_pacific,2023-02-07T21:00:00Z,-15.3,153.4,TS,40.0,CS,,,0,40.0,True
CLS_02704,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023036S12163,GABRIELLE,SP,EA,pacific_ocean,southern_pacific,2023-02-08T18:00:00Z,-17.1,152.7,TS,45.0,CS,45.0,bom,0,45.0,True
CLS_02705,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023050S09094,ENALA,SI,MM,south_indian_ocean,,2023-02-26T03:00:00Z,-27.7,67.6,TS,45.0,CS,,,0,45.0,True
CLS_02706,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023087S10096,HERMAN,SI,WA,south_indian_ocean,,2023-03-29T12:00:00Z,-14.1,102.4,TS,45.0,CS,50.0,bom,0,50.0,True
CLS_02707,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023096S07135,ILSA,SI,WA,south_indian_ocean,,2023-04-10T09:00:00Z,-13.0,123.2,TS,40.0,CS,,,0,40.0,True
CLS_02708,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023132S03090,FABIEN,SI,MM,south_indian_ocean,,2023-05-20T00:00:00Z,-10.0,69.4,TS,50.0,SCS,50.0,reunion,0,50.0,True
CLS_02709,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023138N05151,MAWAR,WP,MM,pacific_ocean,western_pacific,2023-06-01T00:00:00Z,24.2,125.8,TS,45.0,CS,50.0,tokyo,0,50.0,True
CLS_02710,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023160N20092,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2023-06-09T03:00:00Z,19.9,91.5,TS,40.0,CS,,,0,40.0,True
CLS_02711,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023180N13264,BEATRIZ,EP,MM,pacific_ocean,eastern_pacific,2023-06-29T18:00:00Z,14.8,-99.0,TS,40.0,CS,40.0,hurdat_epa,0,40.0,True
CLS_02712,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023179N15256,ADRIAN,EP,MM,pacific_ocean,eastern_pacific,2023-07-01T12:00:00Z,18.2,-114.2,TS,55.0,SCS,55.0,hurdat_epa,0,55.0,True
CLS_02713,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023191N10262,CALVIN,EP,MM,pacific_ocean,eastern_pacific,2023-07-12T03:00:00Z,12.4,-109.1,TS,38.0,CS,,,0,38.0,True
CLS_02714,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023212N19090,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2023-07-31T15:00:00Z,19.5,91.9,TS,38.0,CS,,,0,38.0,True
CLS_02715,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023218N25145,LAN,WP,MM,pacific_ocean,western_pacific,2023-08-15T09:00:00Z,35.6,134.8,TS,45.0,CS,45.0,tokyo,0,45.0,True
CLS_02716,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023226N11222,GREG,EP,CP,pacific_ocean,eastern_pacific,2023-08-16T03:00:00Z,11.5,-148.4,TS,45.0,CS,,,0,45.0,True
CLS_02717,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023234N19154,DAMREY,WP,MM,pacific_ocean,western_pacific,2023-08-28T00:00:00Z,38.6,144.6,TS,60.0,SCS,45.0,tokyo,0,45.0,True
CLS_02718,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023239N16242,IRWIN,EP,MM,pacific_ocean,eastern_pacific,2023-08-29T06:00:00Z,19.5,-126.4,TS,40.0,CS,40.0,hurdat_epa,0,40.0,True
CLS_02719,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023241N10158,KIROGI,WP,MM,pacific_ocean,western_pacific,2023-08-31T21:00:00Z,19.7,152.3,TS,53.0,SCS,,,0,53.0,True
CLS_02720,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023239N18144,HAIKUI,WP,MM,pacific_ocean,western_pacific,2023-09-04T12:00:00Z,23.6,118.6,TS,40.0,CS,40.0,tokyo,0,40.0,True
CLS_02721,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023248N12257,JOVA,EP,MM,pacific_ocean,eastern_pacific,2023-09-05T21:00:00Z,12.8,-107.9,TS,55.0,SCS,,,0,55.0,True
CLS_02722,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023247N20130,YUN-YEUNG,WP,MM,pacific_ocean,western_pacific,2023-09-06T09:00:00Z,27.1,134.5,TS,38.0,CS,,,0,38.0,True
CLS_02723,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023261N13248,KENNETH,EP,MM,pacific_ocean,eastern_pacific,2023-09-21T12:00:00Z,16.9,-125.2,TS,40.0,CS,40.0,hurdat_epa,0,40.0,True
CLS_02724,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023271N14144,KOINU,WP,MM,pacific_ocean,western_pacific,2023-10-01T00:00:00Z,17.4,129.5,TS,55.0,SCS,50.0,tokyo,0,50.0,True
CLS_02725,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023276N11254,LIDIA,EP,MM,pacific_ocean,eastern_pacific,2023-10-08T09:00:00Z,16.5,-112.7,TS,60.0,SCS,,,0,60.0,True
CLS_02726,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023281N14260,MAX,EP,MM,pacific_ocean,eastern_pacific,2023-10-09T15:00:00Z,17.1,-101.2,TS,58.0,SCS,,,0,58.0,True
CLS_02727,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023302N10267,PILAR,EP,MM,pacific_ocean,eastern_pacific,2023-11-04T12:00:00Z,10.1,-108.5,TS,40.0,CS,40.0,hurdat_epa,0,40.0,True
CLS_02728,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023316S08168,MAL,SP,MM,pacific_ocean,southern_pacific,2023-11-13T15:00:00Z,-12.6,173.3,TS,58.0,SCS,,,0,58.0,True
CLS_02729,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023316S08168,MAL,SP,MM,pacific_ocean,southern_pacific,2023-11-15T18:00:00Z,-23.7,179.1,TS,55.0,SCS,40.0,nadi,0,40.0,True
CLS_02730,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023326N10240,RAMON,EP,MM,pacific_ocean,eastern_pacific,2023-11-26T03:00:00Z,14.7,-122.8,TS,38.0,CS,,,0,38.0,True
CLS_02731,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023334N08088,MICHAUNG,NI,BB,north_indian_ocean,bay_of_bengal,2023-12-03T12:00:00Z,12.3,82.3,TS,40.0,CS,35.0,newdelhi,0,35.0,True
CLS_02732,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2023334N08088,MICHAUNG,NI,BB,north_indian_ocean,bay_of_bengal,2023-12-04T03:00:00Z,13.3,81.1,TS,55.0,SCS,50.0,newdelhi,0,50.0,True
CLS_02733,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024012S12059,BELAL,SI,MM,south_indian_ocean,,2024-01-12T18:00:00Z,-13.8,56.5,TS,35.0,CS,30.0,reunion,0,30.0,True
CLS_02734,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024017S15151,KIRRILY,SP,EA,pacific_ocean,southern_pacific,2024-01-23T18:00:00Z,-17.3,153.2,TS,35.0,CS,40.0,bom,0,40.0,True
CLS_02735,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024017S15151,KIRRILY,SP,EA,pacific_ocean,southern_pacific,2024-01-24T15:00:00Z,-17.6,150.5,TS,48.0,SCS,,,0,48.0,True
CLS_02736,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024022S16058,CANDICE,SI,MM,south_indian_ocean,,2024-01-24T15:00:00Z,-19.8,58.1,TS,35.0,CS,,,0,35.0,True
CLS_02737,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024017S15151,KIRRILY,SP,EA,pacific_ocean,southern_pacific,2024-01-25T03:00:00Z,-18.3,148.4,TS,53.0,SCS,65.0,bom,0,65.0,True
CLS_02738,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024029S15063,UNNAMED,SI,MM,south_indian_ocean,,2024-01-30T18:00:00Z,-19.2,65.2,TS,35.0,CS,,,0,35.0,True
CLS_02739,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024017S15151,KIRRILY,SP,EA,pacific_ocean,southern_pacific,2024-02-01T12:00:00Z,-17.4,139.6,TS,35.0,CS,40.0,bom,0,40.0,True
CLS_02740,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024035S16188,NAT,SP,MM,pacific_ocean,southern_pacific,2024-02-06T03:00:00Z,-15.7,-159.5,TS,48.0,SCS,,,0,48.0,True
CLS_02741,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024035S16188,NAT,SP,MM,pacific_ocean,southern_pacific,2024-02-07T03:00:00Z,-18.6,-153.4,TS,40.0,CS,,,0,40.0,True
CLS_02742,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024037S09184,OSAI,SP,MM,pacific_ocean,southern_pacific,2024-02-07T15:00:00Z,-17.0,-165.3,TS,48.0,SCS,,,0,48.0,True
CLS_02743,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024035S16188,NAT,SP,MM,pacific_ocean,southern_pacific,2024-02-08T03:00:00Z,-19.3,-150.6,TS,38.0,CS,,,0,38.0,True
CLS_02744,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024031S24154,UNNAMED,SP,MM,pacific_ocean,southern_pacific,2024-02-08T18:00:00Z,-16.3,164.4,TS,35.0,CS,25.0,bom,0,25.0,True
CLS_02745,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024031S24154,UNNAMED,SP,MM,pacific_ocean,southern_pacific,2024-02-09T21:00:00Z,-17.2,168.1,TS,35.0,CS,,,0,35.0,True
CLS_02746,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024045S15192,UNNAMED,SP,MM,pacific_ocean,southern_pacific,2024-02-15T18:00:00Z,-17.1,-164.2,TS,35.0,CS,,,0,35.0,True
CLS_02747,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024044S15134,LINCOLN,SP,EA,pacific_ocean,southern_pacific,2024-02-15T18:00:00Z,-15.6,137.8,TS,35.0,CS,35.0,bom,0,35.0,True
CLS_02748,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024044S15134,LINCOLN,SP,EA,pacific_ocean,southern_pacific,2024-02-16T06:00:00Z,-16.0,137.2,TS,40.0,CS,45.0,bom,0,45.0,True
CLS_02749,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024045S15192,UNNAMED,SP,MM,pacific_ocean,southern_pacific,2024-02-16T18:00:00Z,-22.3,-157.2,TS,55.0,SCS,,,0,55.0,True
CLS_02750,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024049S17052,ELEANOR,SI,MM,south_indian_ocean,,2024-02-21T03:00:00Z,-15.1,60.6,TS,50.0,SCS,,,0,50.0,True
CLS_02751,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024044S15134,LINCOLN,SI,WA,south_indian_ocean,,2024-02-23T15:00:00Z,-19.4,113.5,TS,35.0,CS,,,0,35.0,True
CLS_02752,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024061S11062,FILIPO,SI,MM,south_indian_ocean,,2024-03-11T09:00:00Z,-20.4,36.7,TS,48.0,SCS,,,0,48.0,True
CLS_02753,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024073S14128,MEGAN,SP,EA,pacific_ocean,southern_pacific,2024-03-15T15:00:00Z,-13.6,137.4,TS,38.0,CS,,,0,38.0,True
CLS_02754,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024067S10090,NEVILLE,SI,WA,south_indian_ocean,,2024-03-17T03:00:00Z,-17.3,113.3,TS,35.0,CS,,,0,35.0,True
CLS_02755,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024082S08054,GAMANE,SI,MM,south_indian_ocean,,2024-03-26T00:00:00Z,-12.5,50.9,TS,40.0,CS,45.0,reunion,0,45.0,True
CLS_02756,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024100S11152,PAUL,SP,EA,pacific_ocean,southern_pacific,2024-04-10T15:00:00Z,-13.5,154.1,TS,38.0,CS,,,0,38.0,True
CLS_02757,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024100S11152,PAUL,SP,EA,pacific_ocean,southern_pacific,2024-04-11T12:00:00Z,-14.9,156.0,TS,45.0,CS,45.0,bom,0,45.0,True
CLS_02758,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024100S11152,PAUL,SP,EA,pacific_ocean,southern_pacific,2024-04-12T00:00:00Z,-14.7,156.3,TS,40.0,CS,25.0,bom,0,25.0,True
CLS_02759,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024121S07047,HIDAYA,SI,MM,south_indian_ocean,,2024-05-01T21:00:00Z,-8.9,44.7,TS,38.0,CS,,,0,38.0,True
CLS_02760,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024134S07055,IALY,SI,MM,south_indian_ocean,,2024-05-19T12:00:00Z,-7.3,45.4,TS,55.0,SCS,45.0,reunion,0,45.0,True
CLS_02761,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024139S02072,UNNAMED,SI,MM,south_indian_ocean,,2024-05-19T21:00:00Z,-2.3,75.7,TS,38.0,CS,,,0,38.0,True
CLS_02762,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024141N03142,EWINIAR,WP,MM,pacific_ocean,western_pacific,2024-05-25T09:00:00Z,13.0,122.6,TS,40.0,CS,,,0,40.0,True
CLS_02763,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024145N14087,REMAL,NI,BB,north_indian_ocean,bay_of_bengal,2024-05-26T00:00:00Z,19.6,89.2,TS,40.0,CS,50.0,newdelhi,0,50.0,True
CLS_02764,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024145N14087,REMAL,NI,BB,north_indian_ocean,bay_of_bengal,2024-05-26T12:00:00Z,21.2,89.1,TS,55.0,SCS,60.0,newdelhi,0,60.0,True
CLS_02765,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024145N14087,REMAL,NI,BB,north_indian_ocean,bay_of_bengal,2024-05-27T00:00:00Z,22.6,89.0,TS,50.0,SCS,45.0,newdelhi,0,45.0,True
CLS_02766,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024186N15256,ALETTA,EP,MM,pacific_ocean,eastern_pacific,2024-07-05T00:00:00Z,18.3,-107.6,TS,35.0,CS,35.0,hurdat_epa,0,35.0,True
CLS_02767,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024207N16250,BUD,EP,MM,pacific_ocean,eastern_pacific,2024-07-26T03:00:00Z,18.8,-118.0,TS,38.0,CS,,,0,38.0,True
CLS_02768,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024213N14254,CARLOTTA,EP,MM,pacific_ocean,eastern_pacific,2024-08-01T09:00:00Z,17.0,-109.9,TS,50.0,SCS,,,0,50.0,True
CLS_02769,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024218N14254,FABIO,EP,MM,pacific_ocean,eastern_pacific,2024-08-07T06:00:00Z,20.3,-117.0,TS,40.0,CS,40.0,hurdat_epa,0,40.0,True
CLS_02770,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024218N16247,EMILIA,EP,MM,pacific_ocean,eastern_pacific,2024-08-08T00:00:00Z,20.0,-119.2,TS,50.0,SCS,50.0,hurdat_epa,0,50.0,True
CLS_02771,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024225N22135,AMPIL,WP,MM,pacific_ocean,western_pacific,2024-08-18T09:00:00Z,41.2,156.6,TS,60.0,SCS,,,0,60.0,True
CLS_02772,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024246N22147,LEEPI,WP,MM,pacific_ocean,western_pacific,2024-09-05T21:00:00Z,35.4,147.5,TS,40.0,CS,,,0,40.0,True
CLS_02773,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024253N11148,BEBINCA,WP,MM,pacific_ocean,western_pacific,2024-09-12T03:00:00Z,18.4,139.8,TS,58.0,SCS,,,0,58.0,True
CLS_02774,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024256N18254,ILEANA,EP,MM,pacific_ocean,eastern_pacific,2024-09-14T03:00:00Z,23.5,-109.3,TS,40.0,CS,,,0,40.0,True
CLS_02775,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024259N12145,PULASAN,WP,MM,pacific_ocean,western_pacific,2024-09-19T03:00:00Z,29.2,124.6,TS,38.0,CS,,,0,38.0,True
CLS_02776,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024269N14150,JEBI,WP,MM,pacific_ocean,western_pacific,2024-09-26T21:00:00Z,17.5,146.0,TS,35.0,CS,,,0,35.0,True
CLS_02777,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024270N24128,KRATHON,WP,MM,pacific_ocean,western_pacific,2024-09-28T15:00:00Z,18.5,124.9,TS,58.0,SCS,,,0,58.0,True
CLS_02778,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024278N11150,BARIJAT,WP,MM,pacific_ocean,western_pacific,2024-10-09T21:00:00Z,32.0,149.7,TS,35.0,CS,,,0,35.0,True
CLS_02779,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024295N15092,DANA,NI,BB,north_indian_ocean,bay_of_bengal,2024-10-23T09:00:00Z,16.9,89.1,TS,45.0,CS,45.0,newdelhi,0,45.0,True
CLS_02780,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024295N15092,DANA,NI,BB,north_indian_ocean,bay_of_bengal,2024-10-25T06:00:00Z,21.2,86.7,TS,50.0,SCS,35.0,newdelhi,0,35.0,True
CLS_02781,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024307N06143,YINXING,WP,MM,pacific_ocean,western_pacific,2024-11-11T03:00:00Z,16.8,111.1,TS,43.0,CS,,,0,43.0,True
CLS_02782,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024312N14145,TORAJI,WP,MM,pacific_ocean,western_pacific,2024-11-12T09:00:00Z,19.4,117.8,TS,40.0,CS,,,0,40.0,True
CLS_02783,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024313N10169,MAN-YI,WP,MM,pacific_ocean,western_pacific,2024-11-13T18:00:00Z,11.2,139.5,TS,40.0,CS,45.0,tokyo,0,45.0,True
CLS_02784,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024329N04089,FENGAL,NI,BB,north_indian_ocean,bay_of_bengal,2024-11-30T00:00:00Z,12.4,81.3,TS,45.0,CS,45.0,newdelhi,0,45.0,True
CLS_02785,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2024329N04089,FENGAL,NI,BB,north_indian_ocean,bay_of_bengal,2024-11-30T15:00:00Z,12.2,80.3,TS,43.0,CS,40.0,newdelhi,0,40.0,True
CLS_02786,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025149N12256,ALVIN,EP,MM,pacific_ocean,eastern_pacific,2025-05-29T21:00:00Z,15.0,-107.3,TS,50.0,SCS,,,0,50.0,True
CLS_02787,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025159N15258,BARBARA,EP,MM,pacific_ocean,eastern_pacific,2025-06-10T09:00:00Z,19.4,-108.1,TS,48.0,SCS,,,0,48.0,True
CLS_02788,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025159N12250,COSME,EP,MM,pacific_ocean,eastern_pacific,2025-06-10T15:00:00Z,15.4,-115.1,TS,55.0,SCS,,,0,55.0,True
CLS_02789,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025168N11269,ERICK,EP,MM,pacific_ocean,eastern_pacific,2025-06-17T15:00:00Z,12.2,-93.8,TS,40.0,CS,,,0,40.0,True
CLS_02790,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025180N13261,FLOSSIE,EP,MM,pacific_ocean,eastern_pacific,2025-06-30T18:00:00Z,15.9,-103.0,TS,55.0,SCS,55.0,hurdat_epa,0,55.0,True
CLS_02791,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025212N13247,GIL,EP,MM,pacific_ocean,eastern_pacific,2025-07-31T00:00:00Z,12.5,-113.3,TS,35.0,CS,35.0,hurdat_epa,0,35.0,True
CLS_02792,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025216N13243,HENRIETTE,EP,MM,pacific_ocean,eastern_pacific,2025-08-07T00:00:00Z,18.1,-131.7,TS,45.0,CS,45.0,hurdat_epa,0,45.0,True
CLS_02793,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025219N13264,IVO,EP,MM,pacific_ocean,eastern_pacific,2025-08-10T03:00:00Z,21.2,-114.1,TS,43.0,CS,,,0,43.0,True
CLS_02794,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025237N16251,JULIETTE,EP,MM,pacific_ocean,eastern_pacific,2025-08-27T00:00:00Z,20.4,-117.8,TS,55.0,SCS,55.0,hurdat_epa,0,55.0,True
CLS_02795,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025245N17255,LORENA,EP,MM,pacific_ocean,eastern_pacific,2025-09-04T12:00:00Z,24.0,-114.0,TS,60.0,SCS,60.0,hurdat_epa,0,60.0,True
CLS_02796,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025265N14261,NARDA,EP,MM,pacific_ocean,eastern_pacific,2025-09-28T00:00:00Z,18.5,-125.5,TS,60.0,SCS,60.0,hurdat_epa,0,60.0,True
CLS_02797,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025273N09248,OCTAVE,EP,MM,pacific_ocean,eastern_pacific,2025-10-03T15:00:00Z,13.2,-121.2,TS,48.0,SCS,,,0,48.0,True
CLS_02798,1,CS-SCS,Cyclonic Storm / Severe Cyclonic Storm,2025278N15254,PRISCILLA,EP,MM,pacific_ocean,eastern_pacific,2025-10-09T06:00:00Z,23.0,-113.9,TS,50.0,SCS,50.0,hurdat_epa,0,50.0,True
